ID,CAP
1,0.9897411882797157
2,0.9729951624746787
3,0.9868313691628666
4,0.9834821895195772
5,0.9830336546175732
6,0.9868313691628666
7,0.9826980088013909
8,0.9808384220626079
9,0.97807170488982
10,0.9828922514506885
11,0.9788783910152046
12,0.9783822946364592
13,0.9912608159255011
14,0.9562567650724787
15,0.9795007239644907
16,0.9691529670703372
17,0.990164008415166
18,0.977234821537991
19,0.9893472891183606
20,0.973303231230832
21,0.9825320583122881
22,0.9834821895195772
23,0.9909492534787188
24,0.9934977524094769
25,0.9829382999955237
26,0.989930576807497
27,0.9884104693440199
28,0.9875632018332533
29,0.9559725720256871
30,0.9811769066683474
31,0.9891857015265122
32,0.9152377677999011
33,0.9672365345023797
34,0.9642694563766713
35,0.6499937270272818
36,0.9900256004201301
37,0.9826980088013909
38,0.9875759977160959
39,0.9830336546175732
40,0.9902009668152877
41,0.9786177455826495
42,0.9758384767998327
43,0.9718667251568525
44,0.9837320505271516
45,0.9935055280671203
46,0.956067400981971
47,0.9944964909677104
48,0.9834821895195772
49,0.960896583437251
50,0.9690550463178957
51,0.9404162102929585
52,0.9756132180282786
53,0.9695909437771818
54,0.9558925532063586
55,0.995504213818308
56,0.9333059398892417
57,0.9891857015265122
58,0.9873162238426071
59,0.9942253751201187
60,0.9741798119055738
61,0.9747475814493063
62,0.9892451621865267
63,0.9878492451386072
64,0.9918442452611118
65,0.9872479512263715
66,0.9844778906890889
67,0.9938066113926701
68,0.9900256004201301
69,0.9491244009380899
70,0.9877201695052551
71,0.9781620254157285
72,0.9867735150425102
73,0.9837215010451829
74,0.9494233203134311
75,0.9827183341116698
76,0.9839575340842095
77,0.9695909437771818
78,0.9910981467926924
79,0.9921656474897443
80,0.9923973944057356
81,0.9844421972952886
82,0.9876742713789022
83,0.9710333543570944
84,0.9800819657557894
85,0.9166453761299532
86,0.947140771398331
87,0.9710769474560633
88,0.9522622878717029
89,0.9865943181181293
90,0.9892360272545001
91,0.9829011390315748
92,0.9909354704974
93,0.9771108127151993
94,0.8773549792130781
95,0.9843146833875114
96,0.9738848548636986
97,0.994603199200634
98,0.9700376566069814
99,0.9890314794853534
100,0.9679042484636725
101,0.9827017752747336
102,0.9870281529097885
103,0.9700968147150024
104,0.9722349512939313
105,0.9513678394414001
106,0.9852688244191969
107,0.9874179649749759
108,0.9779042128948648
109,0.9916855562580597
110,0.973449097400753
111,0.9679042484636725
112,0.9875793296472174
113,0.9862838522647228
114,0.9709349038007505
115,0.9478331294235074
116,0.9874761121760148
117,0.9513678394414001
118,0.9852688244191969
119,0.9803383662143291
120,0.9866886081924314
121,0.40879871862864225
122,0.9875138444793474
123,0.9581053000760588
124,0.9171151989788978
125,0.9310017381621553
