ID,CAP
1,0.89714855
2,0.94922155
3,0.9802507
4,0.94922155
5,0.98366874
6,0.9802507
7,0.98285633
8,0.9584399
9,0.9442558
10,0.96173173
11,0.88222647
12,0.9803516
13,0.99069196
14,0.9523157
15,0.98017913
16,0.9096592
17,0.99117434
18,0.94922155
19,0.9770907
20,0.98542863
21,0.9770907
22,0.94922155
23,0.97875607
24,0.99117434
25,0.9415968
26,0.95714587
27,0.9831723
28,0.9868255
29,0.8664366
30,0.9415968
31,0.98017913
32,0.97718924
33,0.9887398
34,0.8872097
35,0.8167326
36,0.9897378
37,0.98285633
38,0.97534865
39,0.98366874
40,0.9897378
41,0.95002085
42,0.8264526
43,0.9802507
44,0.9503672
45,0.9892236
46,0.97684014
47,0.9770907
48,0.94922155
49,0.92979556
50,0.97977495
51,0.76875895
52,0.9686374
53,0.9911368
54,0.90289754
55,0.9819726
56,0.86669236
57,0.98017913
58,0.98017913
59,0.991996
60,0.8465509
61,0.9632271
62,0.99019253
63,0.98017913
64,0.9802623
65,0.97104746
66,0.9415968
67,0.9892236
68,0.9897378
69,0.9545644
70,0.99069196
71,0.9786668
72,0.98017913
73,0.91002166
74,0.90291
75,0.9897378
76,0.9829206
77,0.9911368
78,0.99069196
79,0.99307775
80,0.9770907
81,0.9897378
82,0.9770907
83,0.98017913
84,0.96549994
85,0.91745573
86,0.9801435
87,0.94734925
88,0.86669236
89,0.9715569
90,0.9892236
91,0.9897378
92,0.991996
93,0.94922155
94,0.83785427
95,0.98529714
96,0.9829206
97,0.9892236
98,0.94922155
99,0.97675085
100,0.87856287
101,0.9847958
102,0.9868815
103,0.9604373
104,0.9195011
105,0.913755
106,0.9829206
107,0.99069196
108,0.710523
109,0.9892236
110,0.98542863
111,0.87856287
112,0.9897378
113,0.9868815
114,0.9622858
115,0.9074926
116,0.9845754
117,0.913755
118,0.9829206
119,0.9897378
120,0.9673771
121,0.670334
122,0.9722106
123,0.932095
124,0.8393021
125,0.77469367
126,0.99069196
127,0.6576335
128,0.9829206
129,0.9313553
130,0.40807188
131,0.99069196
132,0.77469367
133,0.9829206
134,0.9313553
135,0.99069196
136,0.99069196
137,0.89675236
138,0.9892236
139,0.87856287
140,0.9553442
141,0.94922155
142,0.9636759
143,0.99069196
144,0.9742003
145,0.986226
146,0.8037849
147,0.97278297
148,0.9824139
149,0.969384
150,0.9665255
151,0.98588365
152,0.9791595
153,0.9839707
154,0.969384
155,0.9839707
156,0.986226
157,0.9370693
158,0.8037849
159,0.8037849
160,0.9847017
161,0.95425546
162,0.9665255
163,0.9873634
164,0.97468287
165,0.9783916
166,0.9594124
167,0.97454315
168,0.95154643
169,0.9507976
170,0.9665255
171,0.8037849
172,0.969384
173,0.98325104
174,0.9897378
175,0.9641154
176,0.99069196
177,0.9641154
178,0.45862937
179,0.87856287
180,0.9868933
181,0.77469367
182,0.87856287
183,0.8939222
184,0.969384
185,0.9665255
186,0.8037849
187,0.91090935
188,0.9802623
189,0.98542863
190,0.9783916
191,0.8037849
192,0.986226
193,0.90668905
194,0.90668905
195,0.98542863
196,0.8441307
197,0.9802507
198,0.9819726
200,0.89990795
202,0.99069196
204,0.9819726
206,0.97924465
208,0.94033295
212,0.9415968
213,0.9279514
215,0.97534865
216,0.9787339
217,0.7087915
218,0.9698165
219,0.9819726
220,0.9868815
221,0.5445705
222,0.9802507
224,0.984479
227,0.956556
228,0.9897378
231,0.9811849
232,0.9665255
234,0.97454315
235,0.93300056
236,0.9868815
238,0.9698165
239,0.9515513
240,0.99218965
242,0.9897378
243,0.9897378
244,0.9897378
245,0.9897378
247,0.9897378
251,0.9415968
256,0.69182664
257,0.95342654
258,0.82549155
259,0.96870685
262,0.9892236
263,0.9782161
264,0.9868815
266,0.9840979
267,0.9868815
270,0.8982474
271,0.98542863
272,0.9897378
278,0.9728458
279,0.9878521
280,0.88222647
281,0.97924465
287,0.9868815
289,0.98661137
290,0.9858825
296,0.9810027
302,0.9911368
307,0.98871326
316,0.98542863
319,0.9770907
320,0.9844439
325,0.9383771
333,0.98625374
345,0.98871326
352,0.9766576
356,0.9897378
363,0.97924465
380,0.9868815
381,0.9791595
388,0.9819726
392,0.9770907
398,0.9897378
413,0.9868815
422,0.9868815
431,0.9868815
455,0.9868815
467,0.9897378
483,0.7087915
485,0.9897378
488,0.9839707
498,0.992725
503,0.9868815
510,0.9919962
524,0.9868815
543,0.9770907
549,0.97846335
554,0.8982474
559,0.9306836
565,0.98542863
567,0.9770907
576,0.9830571
579,0.9858825
588,0.9765995
598,0.6961976
599,0.99117434
601,0.9819726
603,0.98542863
628,0.9892454
631,0.98871326
632,0.9868815
633,0.9906923
634,0.9897378
635,0.9442558
636,0.98017913
637,0.97569543
638,0.9897378
639,0.9875354
640,0.978387
641,0.55679715
642,0.9911368
643,0.89611644
644,0.9897378
645,0.9897378
646,0.88222647
647,0.9892236
648,0.9811849
649,0.9770907
650,0.9892057
651,0.9897378
652,0.9515513
653,0.97534865
654,0.89675236
655,0.76129603
656,0.9897378
657,0.88222647
658,0.9892057
659,0.96411985
660,0.97104746
661,0.97534865
662,0.9897378
663,0.9911368
664,0.9819701
665,0.99023426
666,0.83182126
667,0.9770907
668,0.95714587
669,0.9415968
670,0.991996
671,0.9855182
672,0.9830571
673,0.55679715
674,0.8785478
675,0.9409156
676,0.8058941
677,0.9868815
678,0.98871326
679,0.9868815
680,0.89714855
681,0.9415968
682,0.9309752
683,0.9868815
684,0.9812422
685,0.9878292
686,0.96394986
687,0.9372471
688,0.9372471
689,0.9812422
692,0.8166877
693,0.9897378
694,0.83335805
695,0.9868815
696,0.9702271
697,0.9832476
698,0.8082662
699,0.98557633
700,0.9098164
701,0.9897378
702,0.5828422
703,0.9868815
704,0.9671924
705,0.9897378
706,0.9897378
707,0.69973886
708,0.88222647
709,0.9515513
710,0.9786734
711,0.9907314
712,0.8331695
713,0.9897378
714,0.9415968
715,0.9897378
716,0.9897378
717,0.85466826
718,0.9897378
719,0.9829025
720,0.8167326
721,0.9618626
722,0.92935747
723,0.77645737
724,0.9829206
725,0.8413996
726,0.97493255
727,0.9897378
728,0.85827154
729,0.9423088
730,0.9423088
731,0.9415968
732,0.9841044
733,0.9584399
734,0.7710453
735,0.95560014
736,0.9897378
737,0.96625686
738,0.97593
739,0.98730135
740,0.9897378
741,0.96945244
742,0.9892236
743,0.9897378
744,0.98221403
745,0.9868815
746,0.98871326
747,0.9892236
748,0.9868815
749,0.9897378
750,0.94922155
751,0.9714447
752,0.9696051
753,0.9889466
754,0.74151814
755,0.6991942
756,0.9892236
757,0.96255165
758,0.9874528
759,0.9868815
760,0.99117434
761,0.9889466
762,0.9892236
763,0.98643875
764,0.8982889
765,0.9841808
766,0.9868815
767,0.95622224
768,0.9791687
769,0.9897378
770,0.98922205
771,0.9897378
772,0.9868815
773,0.9839707
774,0.978387
775,0.976591
776,0.5828422
777,0.5828422
778,0.55331707
779,0.9793321
780,0.990954
781,0.98871326
782,0.99237895
783,0.9897378
784,0.9897378
785,0.9868815
786,0.9897378
787,0.9868815
788,0.9897378
789,0.9897378
790,0.975323
791,0.9868815
792,0.9897378
805,0.9907314
809,0.6711072
816,0.5445705
826,0.9494277
841,0.9869174
847,0.9858825
893,0.9786427
951,0.9839384
952,0.9581069
953,0.9897378
954,0.985415
955,0.9888859
956,0.9839707
957,0.9830571
958,0.9503672
959,0.9868815
960,0.9819726
961,0.9897378
962,0.98542863
963,0.9868815
964,0.9868815
965,0.9515435
966,0.98542863
967,0.9839384
968,0.9868815
969,0.9868815
970,0.9839384
971,0.9868815
972,0.8162794
973,0.9868815
974,0.9888859
975,0.99117434
976,0.9897378
977,0.9791595
978,0.9868815
979,0.9861168
980,0.9868815
981,0.9830571
982,0.9830571
983,0.9897378
984,0.9830571
985,0.9846764
986,0.9888859
987,0.9868815
988,0.98542863
989,0.9911368
990,0.9868815
991,0.9830571
992,0.9830571
