ID,MOXI
1,0.9194150273729297
2,0.924780240699702
3,0.9540589647957602
4,0.9374183967054603
5,0.9209620179370808
6,0.9540589647957602
7,0.9797272884364892
8,0.9505321098428057
9,0.9040170220812164
10,0.9673267470259483
11,0.9563079537596718
12,0.929598880669148
13,0.9679749794010064
14,0.8133779996856592
15,0.9589974186866145
16,0.9588905145770128
17,0.9711884536460684
18,0.9389043010449674
19,0.9517298784269173
20,0.9617697864390451
21,0.9614006569236344
22,0.9374183967054603
23,0.9785090668176036
24,0.9432910576517949
25,0.9318001837076137
26,0.9728391525373645
27,0.974302904679428
28,0.9580434236565125
29,0.8388020852896967
30,0.93197474092027
31,0.9626494574015214
32,0.483590544851295
33,0.7232000896696852
34,0.9480028789036068
35,0.9318247255563026
36,0.9445649937815659
37,0.9797272884364892
38,0.9889337432763984
39,0.9209620179370808
40,0.9287472127327207
41,0.907552969721691
42,0.9578650098702877
43,0.8636917082753112
44,0.969044737380857
45,0.9469826247913232
46,0.8667651500506696
47,0.9778402297431962
48,0.9374183967054603
49,0.63807013963026
50,0.9472475480890559
51,0.8818278385105636
52,0.9776977318395458
53,0.8945923397598416
54,0.9342354265898372
55,0.982497752890406
56,0.8268447859166617
57,0.9626494574015214
58,0.975475110707884
59,0.9734308982426353
60,0.9393095423146807
61,0.9433412056114968
62,0.9643919734265771
63,0.9763378927601242
64,0.983200167370398
65,0.9810538171482658
66,0.9436021274671207
67,0.9462701815597474
68,0.9445649937815659
69,0.5740380078596607
70,0.9446541522057483
71,0.9854150544968043
72,0.9641765676116585
73,0.961344868740281
74,0.9414055526766931
75,0.9303701764546647
76,0.9626966589183471
77,0.8945923397598416
78,0.9714123478972729
79,0.9535505623317349
80,0.971056908312689
81,0.9551202139487164
82,0.9645804277965223
83,0.929905786746716
84,0.9559077962879182
85,0.8295997364160282
86,0.7981409040576789
87,0.9071502862766356
88,0.9301790159841707
89,0.9615981155995215
90,0.9428090097470163
91,0.8887673719215303
92,0.9741283163394364
93,0.9540464255239468
94,0.43224763754680146
95,0.9543312813520157
96,0.9491068706086851
97,0.9620283874678831
98,0.9094743819271797
99,0.9786751152622584
100,0.9263779185839945
101,0.9520221618166438
102,0.959343121165969
103,0.8838110964262123
104,0.6594159633398003
105,0.48662499018739047
106,0.9507985139789081
107,0.9686288530238952
108,0.9545599007749916
109,0.9722921708350083
110,0.9726532181575607
111,0.9263779185839945
112,0.950667312951443
113,0.9704088276930437
114,0.430766603324014
115,0.34418734085841507
116,0.5984639048692966
117,0.48662499018739047
118,0.9507985139789081
119,0.9746252299038197
120,0.9408568700675517
121,0.2437451844733119
122,0.9478727513230553
123,0.8973657685502816
124,0.8905964572451722
125,0.3221953188194179
126,0.9686288530238952
127,0.7816958782507307
128,0.9507985139789081
129,0.38651875663388574
130,0.19732552082167498
131,0.9686288530238952
132,0.3221953188194179
133,0.8975834160094219
134,0.38651875663388574
135,0.9686288530238952
136,0.9686288530238952
137,0.9518186277123157
138,0.9475210990270585
139,0.9263779185839945
140,0.856077896843176
141,0.9374183967054603
142,0.9356974676396127
143,0.9686288530238952
144,0.9321961564958414
145,0.9335808786356492
146,0.9536056386215149
147,0.9334021149037837
148,0.8688462267398513
149,0.9720040872308168
150,0.9261053191528331
151,0.903989103335701
152,0.9616726676577294
153,0.963221811806466
154,0.9720040872308168
155,0.963221811806466
156,0.9709325033722817
157,0.9656039063528903
158,0.9515129452532392
159,0.9391918137213157
160,0.9593534168779272
161,0.9165659665912503
162,0.9161121286773687
163,0.9113721044022169
164,0.9535665511179203
165,0.9354725663677699
166,0.22582323404605667
167,0.9192821164902503
168,0.9774214575102181
169,0.9711732295272261
170,0.9161121286773687
171,0.935499405947055
172,0.9735884370806897
173,0.9493002798260473
174,0.950667312951443
175,0.5106408631229965
176,0.9686288530238952
177,0.49018028939952313
178,0.536065434480369
179,0.9263779185839945
180,0.9337060858193712
181,0.3221953188194179
182,0.9263779185839945
183,0.963575718602657
184,0.9698981555858118
185,0.9161121286773687
186,0.9536056386215149
187,0.9158341142606083
188,0.9781269568242688
189,0.9633117136976674
190,0.9354725663677699
191,0.9536056386215149
192,0.9602022716482148
193,0.6045926615975454
194,0.6045926615975454
195,0.9615815627521896
196,0.9355492217086085
197,0.9653534774110002
628,0.981604343078411
805,0.9517823100425152
809,0.35004170364394427
816,0.8575497823575203
826,0.9415400182819468
841,0.972858858696655
847,0.9475552267336792
893,0.9485712515718205
951,0.9451083920154284
952,0.9063052848005992
953,0.9652429770455031
954,0.9821487924228055
955,0.9271480083522096
956,0.9537934231618831
957,0.9693272054701273
958,0.9393431652361146
959,0.963724216753414
960,0.9684185670836318
961,0.9554526775736346
962,0.9561229391027208
963,0.9721047035413417
964,0.9559373323042579
965,0.9368351744438025
966,0.9615904886395368
967,0.95131758443787
968,0.9504697711635621
969,0.9417862526288724
970,0.95131758443787
971,0.9578221499278015
972,0.9542640726100345
973,0.9578221499278015
974,0.9459353127254574
975,0.9674362964757521
976,0.950667312951443
977,0.9699370437632718
978,0.9527008211899773
979,0.9459065743517397
980,0.8628326268977059
981,0.9441842403399685
982,0.9677110573690096
983,0.922413206377876
984,0.9441842403399685
985,0.9687802098288792
986,0.953623210035976
987,0.9527008211899773
988,0.957662217985923
989,0.9338142184833189
990,0.9369900835760255
991,0.9356422490324225
992,0.9677110573690096
