ID,EMB
1,0.30781647425723446
2,0.12161705475463816
3,0.3607278132083713
4,0.15407756644710788
5,0.38607077035789855
6,0.3607278132083713
7,0.7323815509039239
8,0.6465063158873767
9,0.3990752834301616
10,0.747531052845617
11,0.599677234186906
12,0.31101271525597807
13,0.4341193782071278
14,0.8656565747883227
15,0.6031611035147071
16,0.3922829527112652
17,0.9478792030248512
18,0.20008276492425062
19,0.5799000816693037
20,0.9838036428975108
21,0.6857691282092317
22,0.15407756644710788
23,0.7919796983727811
24,0.8817057802324753
25,0.3328579849805755
26,0.8387314171814576
27,0.921692935653436
28,0.8251703359949367
29,0.4602161264168074
30,0.3029234505748201
31,0.6510761965449754
32,0.5104583802883369
33,0.337684785966695
34,0.4801187111998747
35,0.06168952709965247
36,0.9650408353283939
37,0.7323815509039239
38,0.8349730888897895
39,0.38607077035789855
40,0.9007212012271353
41,0.5965092343433946
42,0.23733344377811244
43,0.39873332254217525
44,0.9902175681886445
45,0.46038515671261143
46,0.6353529608112835
47,0.8040216190463108
48,0.15407756644710788
49,0.1415058327397595
50,0.11176624287871545
51,0.9775318487091034
52,0.657427993023067
53,0.2167067135131432
54,0.24685177494431737
55,0.9410076984034484
56,0.12077298541450844
57,0.6510761965449754
58,0.572688010761025
59,0.6048964729529243
60,0.20899840561242206
61,0.3571275330048928
62,0.7296881137144198
63,0.43689288740996407
64,0.678183843416408
65,0.9544111782011248
66,0.4434013465777146
67,0.49347568261469776
68,0.9650408353283939
69,0.13751407931954288
70,0.3435792840736337
71,0.508809060159921
72,0.7359705234798313
73,0.21467149271304936
74,0.3818895028474148
75,0.8087019375404628
76,0.1538451821566987
77,0.2167067135131432
78,0.333479071017201
79,0.37868414482067503
80,0.9159272481274804
81,0.9663773067089837
82,0.8827206625874313
83,0.21698948654198036
84,0.8834095964648626
85,0.1745161801308443
86,0.8736192302849547
87,0.16839608085181978
88,0.21662710330970358
89,0.8302766257938299
90,0.3330938386430371
91,0.959722014286088
92,0.46063858391894286
93,0.07063352484329066
94,0.3748770282214878
95,0.40032664959806363
96,0.36585692831854705
103,0.5694614630632433
123,0.11002900540973132
126,0.5083919575179766
131,0.5083919575179766
132,0.15010912708705673
144,0.7402842449627349
145,0.5650011286889136
146,0.8335661131049026
147,0.953528487449868
148,0.6924454813420251
149,0.4681691310206255
150,0.5494294838130642
151,0.902404802153526
152,0.9855040763102408
153,0.9865712536609166
154,0.4681691310206255
155,0.9865712536609166
156,0.9104966787543364
157,0.8291519384800705
158,0.595118073912123
159,0.4602468202080617
160,0.8043181985759178
161,0.6502799202000759
162,0.47311287022192644
163,0.25576090902072873
164,0.9113801736862468
165,0.628440870039273
166,0.5270270034050926
167,0.3932091908109961
168,0.5
169,0.8055506989145372
170,0.47311287022192644
171,0.4065234683575268
172,0.47133273976789214
173,0.8372702437909535
175,0.26433695852019745
181,0.15010912708705673
183,0.4024840616609296
184,0.40906524578681414
185,0.47311287022192644
186,0.8335661131049026
187,0.5283943475526923
188,0.9029525418202958
189,0.9893622184215168
190,0.628440870039273
191,0.8335661131049026
192,0.9238899188952616
193,0.1608412489473467
194,0.1608412489473467
195,0.988761728690938
196,0.5750632299110308
197,0.7076014091800886
198,0.923778294512343
199,0.9812253961362017
200,0.1941375595515793
201,0.9744587021815034
202,0.6315992775859413
203,0.9669373180057299
204,0.923778294512343
205,0.9866809037221879
206,0.9886778913024902
207,0.9902452392306651
208,0.4538708045824786
209,0.9907769879852859
210,0.9671708645298862
211,0.9907769879852859
212,0.6003512568558548
213,0.6814958431043789
214,0.9460077237773963
215,0.8879917961209564
216,0.970798187307779
217,0.14946321343504965
218,0.8877198347864467
219,0.925952351066831
220,0.9937606289786555
221,0.10293488312369271
222,0.5692753524023801
223,0.6631192556012669
224,0.9652475331688134
225,0.98793663518421
226,0.9880185132676368
227,0.5213155986214933
228,0.9516532777587136
229,0.991586942765788
230,0.9863818156984672
231,0.8222046714984429
232,0.44690822262186175
233,0.999982769929386
234,0.601598444982866
235,0.9576107171797864
236,0.9886939833584938
237,0.9882083052250159
238,0.8877198347864467
239,0.5744617395834956
240,0.9973893057438523
241,0.9915570997491098
242,0.96389109536926
243,0.9906945923268385
244,0.9608521922385684
245,0.96389109536926
246,0.9818101879621479
247,0.9541898356650228
248,0.9801966432014466
249,0.997466326337154
250,0.9776561277432809
251,0.45298090139851804
252,0.9879035324123014
253,0.991586942765788
254,0.9902248322545538
255,0.9776561277432809
256,0.18947332326752436
257,0.6727009247133299
258,0.6994420013872161
259,0.9417115033362949
260,0.9857217383006722
261,0.9826833859946628
262,0.7632640734758344
263,0.6158996097814928
264,0.9873755941982405
265,0.9854924097273939
266,0.9905890073954677
267,0.99225501208008
268,0.9999889493982587
269,0.9923268246510221
