ID,INH
1,0.0171188712377931
2,0.0034247938358905397
3,0.001716322083958702
4,0.0032926429287115353
5,0.003161595216573994
6,0.001716322083958702
7,0.004591022945844063
8,0.006716608948788099
9,0.6434491922268961
10,0.009131005993555376
11,0.01203818603048267
12,0.0023934177133280105
13,0.004742824938003343
14,0.7802378629943715
15,0.018335922018667572
16,0.003168943662871784
17,0.9328147880249075
18,0.00300598535372872
19,0.011913094739909608
20,0.9528295140675199
21,0.014683411658253301
22,0.0032926429287115353
23,0.010690898477499168
24,0.8014844348248521
25,0.0016748006734760776
26,0.007294043686834434
27,0.0026449429954777184
28,0.0027448271999493423
29,0.7435038163954473
30,0.004047285517343105
31,0.013608576497948603
32,0.8224521791515648
33,0.004959447223201428
34,0.008547452758468403
35,0.0019947622083717467
36,0.8809234962636339
37,0.004591022945844063
38,0.015517031476188548
39,0.003161595216573994
40,0.7818940404086226
41,0.0022944257443256516
42,0.002339300142868717
43,0.0017375991521480741
44,0.9620478825827196
45,0.0038736877584013836
46,0.8707146049944147
47,0.012285353966813064
48,0.0032926429287115353
49,0.004715934748800786
50,0.004809148314710516
51,0.9238945199988081
52,0.01284094523473525
53,0.5
54,0.004765978547123045
55,0.010009904623892995
56,0.0033320274785792635
57,0.013608576497948603
58,0.017146559671300264
59,0.007324334885361556
60,0.007406527079154257
61,0.006112565764254467
62,0.0034282234884065433
63,0.011295251950685273
64,0.01559109778388263
65,0.02260445957666471
66,0.003260133746858506
67,0.004907901911384994
68,0.8809234962636339
69,0.0058479238991405915
70,0.0030787985582987447
71,0.012120344871362926
72,0.02038608144789074
73,0.014432887500000515
74,0.006603097453774824
75,0.9078349649137976
76,0.0026709739094137987
77,0.5
78,0.004206777973142679
79,0.002958560531303458
80,0.018765808746343805
81,0.9562681373185787
82,0.00820444747554375
83,0.007343225648201557
84,0.015149286545192401
85,0.6490866637807933
86,0.42923777745443825
87,0.004492347278401491
88,0.0026984784019464065
89,0.024048645463277268
90,0.0017005781667420988
91,0.8875037529233905
92,0.0054033942282593695
93,0.002860341995593916
94,0.8106690677589576
95,0.0033341698049842374
96,0.0023872090072181934
103,0.00409643022670863
123,0.0018362065849050512
126,0.00434810728525022
131,0.00434810728525022
132,0.008534118875685986
144,0.006877521627855998
145,0.005118128271333765
146,0.7169849080395622
147,0.022533648949947745
148,0.001388005132715747
149,0.01058548496049711
150,0.0028037622543916154
151,0.9166403253986812
152,0.9600653076508732
153,0.9645335273092996
154,0.01058548496049711
155,0.9645335273092996
156,0.004315944406292056
157,0.006272371897692339
158,0.5475270757658406
159,0.637242739831232
160,0.004996302680678465
161,0.018827679239552773
162,0.0024897490327423742
163,0.002249218932529061
164,0.8554316422114998
165,0.004402816828651039
166,0.0023871126149405883
167,0.0026643237991281696
168,0.005755703001244143
169,0.015489682074917795
170,0.0024897490327423742
171,0.5506624196006566
172,0.008934622090868389
173,0.004978961116867845
175,0.002713352748507516
181,0.008534118875685986
183,0.00498880588085834
184,0.007555760392496157
185,0.0024897490327423742
186,0.7169849080395622
187,0.006939948103581132
188,0.016701597990581556
189,0.9680947419213569
190,0.004402816828651039
191,0.7169849080395622
192,0.006942495195733812
193,0.002245249925871686
194,0.002245249925871686
195,0.9629413026017155
196,0.0038450222683717584
197,0.00388841793526467
198,0.017322129642074836
199,0.9711567819236382
200,0.003198886327233965
201,0.9298331647811834
202,0.0046843146221907635
203,0.9628614040594776
204,0.017322129642074836
205,0.9643340895872508
206,0.968707589996617
207,0.967297629667558
208,0.01101298682683438
209,0.9750719130382911
210,0.9703095011042742
211,0.9750719130382911
212,0.004600195417336452
213,0.011700009525426242
214,0.9653859518872062
215,0.020810628831825776
216,0.9552618624849895
217,0.7091413593975074
218,0.009166053772023232
219,0.005745709726726378
221,0.0027730936998863758
222,0.0035881973433285353
223,0.021292238048558697
224,0.03172835885909864
225,0.960206996540172
226,0.9592239153477816
227,0.6830291829804969
228,0.9344379550443196
229,0.9726155787657296
230,0.9755166886787577
231,0.5901431496735655
232,0.0033080698572182277
233,0.9723557839096904
234,0.0018836449830764216
235,0.9574119629323181
237,0.9780949820167965
238,0.009166053772023232
240,0.9540131910677446
241,0.9725495635357762
246,0.9680252887906341
247,0.9476680370629289
248,0.9616151376508717
249,0.9717817715092244
250,0.9653525493264001
251,0.0033745512671343645
252,0.9745784282165845
253,0.9726155787657296
254,0.9747437177420768
255,0.9653525493264001
256,0.001337000521793561
257,0.013575840111333882
258,0.004234466170532531
259,0.015162651658113886
260,0.9724189111345567
261,0.9773453151493346
262,0.007637488374196425
263,0.0023518339687946957
265,0.9657876513712691
266,0.9449481283058565
268,0.9722503617324066
269,0.9736488736804297
270,0.008156486081710124
272,0.9476680370629289
273,0.9670152146077376
274,0.9692545498717917
275,0.9715929234371781
276,0.9722503617324066
277,0.9715929234371781
278,0.9468764453157668
279,0.051147914213132674
280,0.020876889559760952
281,0.968707589996617
282,0.9726155787657296
283,0.9745784282165845
284,0.9745784282165845
285,0.9726155787657296
286,0.962800031211455
287,0.9713462954491033
288,0.9745784282165845
289,0.9597015767786612
290,0.037308681765583475
291,0.9665705684490278
292,0.9713513562640721
293,0.94881598565901
294,0.9653309790142488
297,0.9587477681675639
298,0.9782113400532809
299,0.9635156052232773
300,0.9635220325519382
301,0.9745784282165845
302,0.9159807679295413
303,0.9766878004992647
304,0.9687000598638171
305,0.9753927422403652
306,0.9744136954158356
307,0.9660610151535359
308,0.9745784282165845
309,0.9640144586804705
310,0.9722400040350421
311,0.9701663427989995
312,0.9653309790142488
313,0.9675867505835533
314,0.962809129671954
315,0.9726155787657296
316,0.9718649597319827
317,0.9747437177420768
318,0.9745784282165845
319,0.02638043136516446
321,0.9736488736804297
322,0.9745784282165845
323,0.9768687234688503
324,0.9745784282165845
325,0.9548699443313569
326,0.9624193758615722
327,0.973922202541864
328,0.955416205705961
329,0.962809129671954
330,0.9612905885392311
331,0.9640092321858567
332,0.9747437177420768
333,0.027821705298039966
334,0.962809129671954
335,0.9726155787657296
