ID,OFLX
1,0.9674212677537738
2,0.9360000979040844
3,0.9698350003813535
4,0.9567078243252088
5,0.9884094918449161
6,0.9698350003813535
7,0.9816146102488416
8,0.9709198030792309
9,0.9737120313308735
10,0.9132774128677421
11,0.9659372974554093
12,0.9672289776792663
13,0.9816864546162597
14,0.6784951615141993
15,0.9512979879474649
16,0.9565423262731175
17,0.9944709789556261
18,0.9157260887233527
19,0.9952999160217929
20,0.9946400458513883
21,0.982308924806982
22,0.9567078243252088
23,0.9531481426637877
24,0.9774143225135064
25,0.9268088056683075
26,0.9962752141059618
27,0.9884049001424449
28,0.9294300465802712
29,0.9419971577918904
30,0.9616120487010124
31,0.979989569109474
32,0.43729379458007783
33,0.6243368748341933
34,0.9875023779924851
35,0.9598573632546956
36,0.9794900001348643
37,0.9816146102488416
38,0.9938467783443632
39,0.9884094918449161
40,0.9764342027915964
41,0.9078391842394928
42,0.972537262440037
43,0.7878555877482137
44,0.9987834541687547
45,0.9882196744308539
46,0.6899379262155567
47,0.9940300617997073
48,0.9567078243252088
49,0.5244363130874654
50,0.9840973060414588
51,0.993134772385074
52,0.986150801213501
53,0.9827819014900478
54,0.9032299968925094
55,0.9973262871075129
56,0.9773027019399559
57,0.979989569109474
58,0.9879044519087758
59,0.9684054980787457
60,0.9141929687755409
61,0.9512027382489541
62,0.9464526218798196
63,0.9914042300329248
64,0.990980037041694
65,0.9957275886658218
66,0.9490094469439049
67,0.9823651876051452
68,0.9794900001348643
69,0.33328351126523215
70,0.9848142821147091
71,0.9540831001652438
72,0.9661943045935787
73,0.9723510016307849
74,0.9692324674801751
75,0.9836412191598158
76,0.9725927264280901
77,0.9827819014900478
78,0.9857039326479231
79,0.9667039725181904
80,0.9880926942962003
81,0.9857347343063785
82,0.981841214880002
83,0.9900125839779635
84,0.9882845334961737
85,0.9825466705014866
86,0.9691807923760779
87,0.9778447876751486
88,0.9771985281885059
89,0.9981365480456199
90,0.9730441046532335
91,0.9064407664730998
92,0.9649477285097956
93,0.9406740293462346
94,0.5956861341898139
95,0.89366736405579
96,0.920756945353843
97,0.9819697012115952
98,0.9378312491834029
99,0.983691275487982
100,0.9269503957221826
101,0.9733984086620544
102,0.9913557091189942
103,0.886376150249184
104,0.6538388758839683
105,0.5385529755158754
106,0.954648476266069
107,0.9634468451316458
108,0.9060451955662268
109,0.9783292584380896
110,0.9785259440610281
111,0.9269503957221826
112,0.9826301428450438
113,0.9953412247254951
114,0.6556760400389126
115,0.6244636664351263
116,0.7415902621730489
117,0.5385529755158754
118,0.954648476266069
119,0.9722337235769587
120,0.9362038332919916
121,0.23799684643815433
122,0.9812327047503294
123,0.979815831631755
124,0.8418398317577207
125,0.6047649339288461
126,0.9634468451316458
127,0.8972675409393674
128,0.954648476266069
129,0.5671525029363561
130,0.70275372632696
131,0.9634468451316458
132,0.6047649339288461
133,0.7839928450972439
134,0.5671525029363561
135,0.9634468451316458
136,0.9634468451316458
137,0.971157639764049
138,0.9091923175012276
139,0.9269503957221826
140,0.9563276944957501
141,0.9567078243252088
142,0.8454042923379603
143,0.9634468451316458
144,0.9830694417744867
145,0.9870193141597792
146,0.973985994627617
147,0.9971283479667878
148,0.9763623626308806
149,0.9736417989542313
150,0.9862876353777378
151,0.9982092461207466
152,0.9658686370367863
153,0.9880808941673851
154,0.9736417989542313
155,0.9880808941673851
156,0.98848410343701
157,0.9822984333120514
158,0.9829546956365762
159,0.9712927501174414
160,0.9943576768000614
161,0.9928927713350213
162,0.9867349002489844
163,0.9833803806535544
164,0.9895562027466362
165,0.9465846353409025
166,0.43247899135114526
167,0.9660444166936131
168,0.948172450991554
169,0.9357996877574026
170,0.9867349002489844
171,0.9643466489673825
172,0.9909936239374135
173,0.9681051260687659
174,0.9826301428450438
175,0.6431510075293608
176,0.9634468451316458
177,0.8060467464327534
178,0.24567153204272307
179,0.9269503957221826
180,0.9674351036586573
181,0.6047649339288461
182,0.9269503957221826
183,0.9820202563706117
184,0.9672449137248647
185,0.9867349002489844
186,0.973985994627617
187,0.89348877558215
188,0.9814681488691356
189,0.9643238306620938
190,0.9465846353409025
191,0.973985994627617
192,0.9943563776694663
193,0.9950426738261989
194,0.9950426738261989
195,0.9567101094376464
196,0.9777759630450903
197,0.928397620704349
198,0.9731279218431764
200,0.9115478498909847
202,0.9695094499566577
204,0.9731279218431764
206,0.991664939523233
208,0.8547893603934683
212,0.9814026892731155
213,0.9952126552531131
215,0.9939561790200733
216,0.9555750344719786
217,0.9161687909574066
218,0.9950005844285617
219,0.9639522800046569
220,0.9899931535382541
221,0.8671360758788766
222,0.9883369359432443
224,0.989543761152008
227,0.7113670882860889
228,0.985337674997482
231,0.9505744176245381
232,0.9899440664455154
234,0.7991837730391645
235,0.9913415067746761
236,0.9944994750125792
238,0.9950005844285617
239,0.8286043150775518
240,0.9916885136376582
242,0.9800326599055351
243,0.9897939135456186
244,0.9780371554403551
245,0.9800326599055351
247,0.9891021715639441
251,0.9383364423284698
256,0.5435568228579083
257,0.9947494978045787
258,0.9867378418253535
259,0.7927530142452649
262,0.9993801518549341
263,0.99593122214751
264,0.9911436140814281
266,0.9880886485911039
267,0.9953412247254951
270,0.6080025174815208
271,0.9825121936078988
272,0.9891021715639441
278,0.9617956644704463
279,0.9996985527668674
280,0.9514270249193522
281,0.991664939523233
287,0.9891969809633099
289,0.9974059714221547
290,0.9987065218677306
296,0.9294947479898238
302,0.9735860796239252
307,0.9732001981727719
316,0.951135851826487
319,0.9771903509899608
320,0.9967099492329372
325,0.9859152641829797
333,0.9926305875488588
345,0.99511887049746
352,0.9922292651774688
356,0.9702320208512699
363,0.9907599022109823
372,0.8721489443563779
380,0.995448443368133
381,0.9385785104506985
388,0.9907468816004554
392,0.9886534414420287
398,0.9897187089999441
413,0.9957880165572442
422,0.9957880165572442
431,0.9935635790407327
455,0.9889086206995561
467,0.9995909789276873
483,0.9161687909574066
485,0.9767706906951183
488,0.9847210354331166
498,0.9989175094452712
503,0.9904202258461667
509,0.9884324764807991
510,0.9892097317215537
524,0.9889086206995561
541,0.9907599022109823
543,0.9854937206448742
549,0.9973522242554677
554,0.6080025174815208
559,0.9907820887486403
565,0.990168913247401
567,0.9786349293499075
576,0.9580245084050217
579,0.9972339570800445
588,0.9909420214541405
598,0.8582336557208213
599,0.9986137529910454
601,0.9907468816004554
603,0.9838984776252641
628,0.9903065969992241
631,0.9720802636246122
632,0.9776867601550623
633,0.9858717533099054
634,0.9846167166093163
635,0.9294396845070687
636,0.9902441097351709
637,0.9583064442301531
638,0.9864434609688462
639,0.5652636723112183
640,0.9842641194095393
641,0.8744463391086015
642,0.9840580481432293
643,0.9450326149920993
644,0.9261791142588895
645,0.9826301428450438
646,0.9724074107950699
647,0.9897628462301705
648,0.9488661752453849
649,0.9806604667042065
650,0.9705371518258277
651,0.8585327719264287
652,0.9563712938462984
653,0.9753778182464246
654,0.9536508298423758
655,0.7728098217279052
656,0.9897187089999441
657,0.9724074107950699
658,0.9705371518258277
659,0.8083476958869886
660,0.9758383586199527
661,0.9871742504383239
662,0.9826301428450438
663,0.9452401525025588
664,0.9813623604231556
665,0.9783654070943562
666,0.8432449843141342
667,0.9886534414420287
668,0.9651449404835922
669,0.9830267302027017
670,0.9895744084411108
671,0.821422002440207
672,0.9729508644536023
673,0.9896054312253358
674,0.09869116118463624
675,0.7466969601253753
676,0.9758869450487447
677,0.995836406991728
