ID,STR
198,0.17703547420080465
199,0.9996047221353523
200,0.6845452497658207
201,0.6950452868923167
202,0.04443946925773505
203,0.9998048103814756
204,0.17703547420080465
205,0.9953512480978822
206,0.9845410027151917
207,0.9942893299504113
208,0.023806244064979866
209,0.9690693795266664
210,0.9999078113951616
211,0.9690693795266664
212,0.3200189018381415
213,0.8501907021508777
214,0.9999544181211393
215,0.0345549427434903
216,0.9999055074734119
217,0.004030644742716908
218,0.007415184307277902
219,0.44544941376879976
220,0.9600041785922133
221,0.009415265599593586
222,0.4555107900843564
223,0.00401309178004676
224,0.6444933199913647
225,0.9908349748216932
226,0.9621069566218365
227,0.521671949559229
228,0.9954321111589388
229,0.9608176985442494
230,0.9913064021243914
231,0.7134689439085935
232,0.4729528251086469
233,0.9896092298388802
234,0.3425061518721524
235,0.9975225954557093
236,0.7832689675160208
237,0.9749682686236607
238,0.007415184307277902
239,0.07544906541365708
240,0.9960248771798917
241,0.9574753113873048
242,0.18605696181617518
243,0.9997655793748507
244,0.34848014774986696
245,0.18605696181617518
246,0.9963006586037805
247,0.10814421312920736
248,0.9853950850522465
249,0.9840062932357407
250,0.19433930608293692
251,0.030199958940395052
252,0.9954546246856784
253,0.9608176985442494
254,0.9986229245529825
255,0.19433930608293692
256,0.009665825592245506
257,0.022078804965210273
258,0.026039298023210568
259,0.29701356308946364
260,0.9848633098104504
261,0.9977099674020915
262,0.489613178517138
263,0.00015223196102872924
264,0.9468690272960896
265,0.9967276385639364
266,0.9835156600566374
267,0.9471713826005894
268,0.9893868891029888
269,0.9322511839319574
270,0.03818013398079386
271,0.8921638208144601
272,0.10814421312920736
273,0.9566127086986498
274,0.9847658951084758
275,0.9462670348320995
276,0.9893868891029888
277,0.9462670348320995
278,0.9899057484912801
279,0.929755478405348
280,0.9479776760648836
281,0.9845410027151917
282,0.9608176985442494
283,0.9954546246856784
284,0.9954546246856784
285,0.9608176985442494
286,0.9927660460309062
287,0.9799802017725006
288,0.9954546246856784
289,0.9757300066268668
290,0.9867216992094863
291,0.9619212575632857
292,0.8898379871750529
293,0.24953334738730054
294,0.988271152587179
296,0.8253930596339611
297,0.9785029684836379
298,0.9834614373515146
299,0.01936526074087491
300,0.9867832229048635
301,0.9954546246856784
302,0.1983883244910154
303,0.9829911827780747
304,0.9766130431428156
305,0.9797976038954935
306,0.9775397390697681
307,0.9147141018506046
308,0.9954546246856784
309,0.9914713137397096
310,0.9460904290274244
311,0.9890536262987933
312,0.988271152587179
313,0.05984549855970509
314,0.9959907222837726
315,0.9608176985442494
316,0.9965383566630566
317,0.9986229245529825
318,0.9954546246856784
319,0.041193998931763384
320,0.002722658403556704
321,0.9322511839319574
322,0.9954546246856784
323,0.9962897101095495
324,0.9954546246856784
325,0.918520966520815
326,0.4197036426957046
327,0.8705593273992439
328,0.9068212210343425
329,0.9959907222837726
330,0.9722960116104712
331,0.9955293334423557
332,0.9986229245529825
333,0.762590599443871
334,0.9959907222837726
335,0.9608176985442494
336,0.9426782466280706
337,0.9609810969807608
338,0.974837404618401
339,0.9495462820679091
340,0.9840062932357407
341,0.9462670348320995
342,0.9954546246856784
343,0.9923897515463634
344,0.9665304156433885
345,0.9541954626014538
346,0.9896092298388802
347,0.9540825407865584
348,0.9852999920252384
349,0.9679028529314032
350,0.9985456972910733
351,0.9504891190644806
352,0.8871406488919876
353,0.9608176985442494
354,0.9960752639681166
355,0.9954546246856784
356,0.11980198465845789
357,0.9626249503213747
358,0.15621179770957028
359,0.9471713826005894
360,0.9940721680234506
361,0.9998452622897204
362,0.15621179770957028
363,0.9848633098104504
364,0.9959907222837726
365,0.09982508270765084
366,0.9986229245529825
367,0.9994732905594362
368,0.9868938045208915
369,0.9942893299504113
370,0.9842530856204657
371,0.9847658951084758
372,0.9976672908397486
373,0.9587420830002931
374,0.9896092298388802
375,0.9844715570042383
376,0.918699946527279
377,0.9471713826005894
378,0.17451926599665088
379,0.9402619374157053
380,0.9430457312774712
381,0.9981076622776224
383,0.9986229245529825
384,0.9521547253415721
385,0.9797976038954935
386,0.7646924680703756
387,0.9774214836080218
388,0.880027388344227
389,0.9853950850522465
390,0.9986954703875464
391,0.17990540152724996
392,0.04073233102247043
393,0.968144445044093
394,0.3896117014626881
395,0.9910934284529198
396,0.9608176985442494
397,0.9845410027151917
398,0.9896092298388802
399,0.9896092298388802
400,0.9471713826005894
401,0.9808274269450474
402,0.9896092298388802
403,0.9994732905594362
404,0.9893868891029888
405,0.9954546246856784
