ID,PZA
1,0.8574102088542702
2,0.029722175292526656
3,0.016825771558559317
4,0.060496906760381865
5,0.26119368460316417
6,0.016825771558559317
7,0.5268230178708068
8,0.2868451225853961
9,0.7149810157741368
10,0.7810451220998937
11,0.7954847638605891
12,0.1092031906986907
13,0.06727179386229135
14,0.09821229418414863
15,0.07804811337059066
16,0.4985022813929116
17,0.8480633534680387
18,0.05701129013538375
19,0.5149296442781163
20,0.8881577081852302
21,0.7144546723588264
22,0.060496906760381865
23,0.9011537792229359
24,0.8887884678626788
25,0.03252175221732663
26,0.8389182005104653
27,0.7750186506126024
28,0.08577933942435549
29,0.0744432443797232
30,0.438833651516897
31,0.05445002082793122
32,0.13435105134801154
33,0.015609802077141844
34,0.8708700891314066
35,0.12474756126710587
36,0.8338084440221369
37,0.5268230178708068
38,0.9736544246676249
39,0.26119368460316417
40,0.8657675143170077
41,0.043379264760859744
42,0.0052464802176182025
43,0.042810812067944064
44,0.9783506267398708
45,0.3004285646173765
46,0.05417485336399322
47,0.7403297617195183
48,0.060496906760381865
49,0.06640162117286051
50,0.04725771685487971
51,0.9696761930913175
52,0.21369759171956235
53,0.03215760285089997
54,0.10431974891614756
55,0.9297810573244571
56,0.10793322004974203
57,0.05445002082793122
58,0.15380676894353817
59,0.12096381862033134
60,0.04341758641074352
61,0.01551138201631267
62,0.8014677250785159
63,0.008282345514757749
64,0.6678368604281208
65,0.979534972305341
66,0.6068253435335395
67,0.509233596345077
68,0.8338084440221369
69,0.19228687538923867
70,0.012189773646010775
71,0.16937339699898632
72,0.05947941002367936
73,0.16741567630347512
74,0.12911119645551603
75,0.7760244250005948
76,0.028695874783642657
77,0.03215760285089997
78,0.06474497022139876
79,0.12961237392509023
80,0.9109027648076615
81,0.9322587806516714
82,0.8485713786269606
83,0.018471809430563972
84,0.8938032516221565
85,0.4028887187805618
86,0.6317494793829528
87,0.05328830399672875
88,0.059154321784007285
89,0.9373276887261768
90,0.008358643893073477
91,0.6544726754613597
92,0.07741229043157766
93,0.03949379029458529
94,0.9092700587421653
95,0.07312872478791349
96,0.09658647979259585
103,0.6985316087284162
123,0.015462143537846196
126,0.06342218299486768
131,0.06342218299486768
132,0.1323557473803441
144,0.5809136025522793
145,0.3652625034502736
146,0.002743995501138891
147,0.6876302616623593
148,0.0069979736304207115
149,0.07216798801234559
150,0.028069210416463614
151,0.8371963050987034
152,0.8662980868989122
153,0.9374023800714028
154,0.07216798801234559
155,0.9374023800714028
156,0.8094513085460239
157,0.6335225236047374
158,0.00147281006140396
159,0.0017299368925987194
160,0.24100013509546925
161,0.0256072555814297
162,0.00760864005335353
163,0.0017217617911578472
164,0.949330905314631
165,0.21806269507824752
166,0.41087253023296516
167,0.06308774571632166
168,0.05021344979701929
169,0.7618054233011492
170,0.00760864005335353
171,0.001616563214859667
172,0.09061851638405773
173,0.8768356701700833
175,0.019938021858159884
181,0.1323557473803441
183,0.029817172924033842
184,0.06775166509558536
185,0.00760864005335353
186,0.002743995501138891
187,0.12483294108571324
188,0.9261039009166415
189,0.9381327762754529
190,0.21806269507824752
191,0.002743995501138891
192,0.6024725384919349
193,0.00010076028160391241
194,0.00010076028160391241
195,0.9008552417396917
196,0.08035255016060652
197,0.7323952699027065
199,0.9091971765864076
200,0.059209326189187124
201,0.9438447768621243
202,0.13712151723335944
204,0.6391835972430385
205,0.9696729099818238
206,0.9833761253032978
207,0.9708553991216957
208,0.07215842200810876
209,0.8970785921019235
211,0.8970785921019235
212,0.62628747029797
213,0.7670206380928355
214,0.8813160516667958
215,0.9736557746480353
217,0.7559102117652804
218,0.8857797916732059
219,0.7591070517779355
220,0.9530629769858054
221,0.08827126641018315
222,0.43467436231342593
223,0.5080008342831611
224,0.8982263298259858
225,0.9690611291514402
226,0.9190659052225497
227,0.04978909395232169
228,0.6822725240545103
229,0.9324053195783149
230,0.9678112925706686
231,0.4373626742641874
232,0.03671059211712836
233,0.9892338534189196
234,0.034568738354276846
236,0.9507393602268165
237,0.9617259280018289
238,0.8857797916732059
239,0.16875730424016486
240,0.9784677784971403
241,0.9541105822792998
242,0.9442416903969642
243,0.9695006405784924
244,0.8593489958482727
245,0.9442416903969642
246,0.9267078434894296
247,0.9176245536733598
248,0.935109872956101
249,0.9904693083743278
250,0.9348020040749181
251,0.48047236744395433
252,0.9294436945838136
253,0.9324053195783149
254,0.9707136895066185
255,0.9348020040749181
256,0.0013749094982012313
258,0.8278120628290863
259,0.8458175709091079
260,0.9757198387557015
261,0.9560219116661876
262,0.45061133439027423
263,0.3238314611872275
264,0.9211424242028902
265,0.9575698009723483
266,0.8714167690191704
267,0.9652382241959422
268,0.9926608061616528
269,0.9611952512446993
271,0.932577743756275
272,0.9176245536733598
273,0.9638363177690035
274,0.9688258832627537
275,0.9342620420505541
276,0.9926608061616528
277,0.9342620420505541
278,0.7767869982339534
279,0.9838537946653102
280,0.7026737631487682
281,0.9833761253032978
282,0.9324053195783149
283,0.9294436945838136
284,0.9294436945838136
285,0.9324053195783149
286,0.9662631211151618
287,0.9334587127679612
288,0.9294436945838136
289,0.8730042797190889
290,0.9311793784159902
291,0.8988271540623856
292,0.9581403087314067
293,0.9437419099283881
294,0.921538094135851
295,0.9690059721671944
296,0.9328673503814557
297,0.9514861161100288
298,0.9052030778016634
299,0.967971837026512
300,0.848980757444946
301,0.9294436945838136
302,0.3890215888772874
303,0.9520596300547366
304,0.9723377409224147
305,0.8851408652430608
306,0.9949760340618279
307,0.9320883884535958
308,0.9294436945838136
309,0.6085382759544049
310,0.9761187925277804
311,0.7137418701112516
312,0.921538094135851
313,0.9557821120638832
314,0.9479529244882399
315,0.9324053195783149
316,0.970907625574479
317,0.9707136895066185
318,0.9294436945838136
319,0.9625973905250885
320,0.7048265708028113
321,0.9611952512446993
322,0.9294436945838136
323,0.942272302206651
324,0.9294436945838136
325,0.8938981648575366
326,0.9308525626215599
327,0.9482558384782942
328,0.9453860461647093
329,0.9479529244882399
330,0.9585989237637208
331,0.9428342987973835
332,0.9707136895066185
333,0.8627369527901801
334,0.9479529244882399
335,0.9324053195783149
336,0.9852968330422984
337,0.9766545334553829
338,0.9898060275302428
339,0.9248410520005818
340,0.9904693083743278
