ID,CAP
1,0.9982987044957025
2,0.9804922109091132
3,0.991518842241378
4,0.9900004898153633
5,0.9931484842383606
6,0.991518842241378
7,0.9864855989646839
8,0.9809325100706765
9,0.9846488800802854
10,0.9880284168845631
11,0.9863773934705383
12,0.9930556664098356
13,0.9943043954418336
14,0.9509416242831272
15,0.9834864354588344
16,0.9764135437339272
17,0.9974735971710682
18,0.9810951924167197
19,0.9971703552433943
20,0.9842591087234063
21,0.9809579130525035
22,0.9900004898153633
23,0.9964256975180813
24,0.9957613924610321
25,0.9885918280465363
26,0.9980665521807662
27,0.9892855429057057
28,0.991554488306693
29,0.9634683200246907
30,0.9866152647239868
31,0.9948228245559438
32,0.8292531241293359
33,0.9762843610285993
34,0.9895106030831154
35,0.616055393337371
36,0.9869177583659924
37,0.9864855989646839
38,0.9966890538389961
39,0.9931484842383606
40,0.9904982594228238
41,0.9595907863749551
42,0.9710771636633233
43,0.9486410823390188
44,0.9930458026736788
45,0.9960239580901377
46,0.9882547197395969
47,0.9987905141095108
48,0.9900004898153633
49,0.9639116272707221
50,0.9836435314191392
51,0.7706124412408456
52,0.9950738757130486
53,0.9577281542298385
54,0.9911092914548005
55,0.9979060736780913
56,0.9686162541187286
57,0.9948228245559438
58,0.9940149015105142
59,0.9951182823840927
60,0.9911253383385552
61,0.9722828252598149
62,0.9927523981423322
63,0.993006057663091
64,0.9976463413883933
65,0.9988734909141054
66,0.9870314872566941
67,0.9979568298516889
68,0.9869177583659924
69,0.9279075557358214
70,0.9923177887542487
71,0.9952447504130529
72,0.9933807900284038
73,0.9953110183146817
74,0.9885301613004641
75,0.9916418188050341
76,0.9877979705070438
77,0.9577281542298385
78,0.9950702837084145
79,0.9959699363795803
80,0.9961623275998758
81,0.9864746992121
82,0.9875467298361085
83,0.9904797252453753
84,0.9933862581180096
85,0.9551412119451186
86,0.9520006340695318
87,0.9514953794043385
88,0.9750037591674082
89,0.9997391097282623
90,0.9942484952435535
91,0.9733104266094018
92,0.9951743490026823
93,0.9918304317619053
94,0.736246031490016
95,0.9887820268048438
96,0.9738597839381784
97,0.9963483340056971
98,0.960736331075167
99,0.9958048738170263
100,0.9711877405086214
101,0.9773476690322893
102,0.9830185418507105
103,0.9649182995796326
104,0.975106822957412
105,0.9069539872163515
106,0.988541698102542
107,0.9891901898524623
108,0.8996364853637535
109,0.9926037390596433
110,0.9685875682602754
111,0.9711877405086214
112,0.9841448460797635
113,0.971108945008394
114,0.979903525929799
115,0.8974840009885505
116,0.9897668109678126
117,0.9069539872163515
118,0.988541698102542
119,0.983591593770173
120,0.9948463969980093
121,0.35062986198376495
122,0.9893069042053028
123,0.9791091308911846
124,0.8153089090309849
125,0.9502775151892315
126,0.9891901898524623
127,0.733209896577472
128,0.988541698102542
129,0.9671318658208886
130,0.3589061500278103
131,0.9891901898524623
132,0.9502775151892315
133,0.9748169667769291
134,0.9671318658208886
135,0.9891901898524623
136,0.9891901898524623
137,0.9894945499817187
138,0.9858404213550638
139,0.9711877405086214
140,0.9770526363170933
141,0.9900004898153633
142,0.9888823732585248
143,0.9891901898524623
144,0.9722827759404868
145,0.9835323922391576
146,0.9208429528331598
147,0.9830623724939672
148,0.9491557667611997
149,0.9795458486150103
150,0.9796459263588172
151,0.9834961142602883
152,0.9537551396668669
153,0.9766007369922263
154,0.9795458486150103
155,0.9766007369922263
156,0.9954765995821971
157,0.9865798795856556
158,0.936879172741337
159,0.8956994662362326
160,0.984300519424529
161,0.9657770170596331
162,0.9812545760841009
163,0.9857723946742515
164,0.992813222538602
165,0.9973007275139599
166,0.9490447145648488
167,0.9631705468514398
168,0.9885546449810395
169,0.9809545791758334
170,0.9812545760841009
171,0.8576679234794706
172,0.9779582963630203
173,0.9981578801439397
174,0.9841448460797635
175,0.9695492256660722
176,0.9891901898524623
177,0.9719991381928547
178,0.31670026538853296
179,0.9711877405086214
180,0.9915913288431195
181,0.9502775151892315
182,0.9711877405086214
183,0.9791825070565133
184,0.9711011495382278
185,0.9812545760841009
186,0.9208429528331598
187,0.8653258268834144
188,0.9984481842493317
189,0.9704671847442622
190,0.9973007275139599
191,0.9208429528331598
192,0.9912986097819254
193,0.8125303753600642
194,0.8125303753600642
195,0.9606467020064452
196,0.8124509531378497
197,0.9898959932192883
198,0.9911209927734177
200,0.8398486580640655
202,0.9946536954226827
204,0.9911209927734177
206,0.9857090696764206
208,0.8059691341240004
212,0.9862952109479307
213,0.9936800530302407
215,0.9917295065139993
216,0.9903258060097904
217,0.28550962353900605
218,0.9839202080587616
219,0.985707493484093
220,0.978535941431932
221,0.632082830543036
222,0.9832903319249806
224,0.9948509928528618
227,0.8222790433202439
228,0.9906495395379111
231,0.9304416148566828
232,0.9780725835812227
234,0.9714407839003087
235,0.8815904870967244
236,0.9417702372622099
238,0.9839202080587616
239,0.9223271674823896
240,0.9982981879560527
242,0.9884754080195228
243,0.9903484975208929
244,0.9687756807119838
245,0.9884754080195228
247,0.9893465169704693
251,0.9826204546786487
256,0.1643857173668455
257,0.7341387462402772
258,0.9584455366924937
259,0.9852335761523908
262,0.9975151789381551
263,0.984785652555891
264,0.9753777636421888
266,0.9890896427502006
267,0.971108945008394
270,0.16574101971749758
271,0.9787300581662726
272,0.9893465169704693
278,0.9472529140759457
279,0.9990294411710328
280,0.9811717329016456
281,0.9857090696764206
287,0.9734556986947352
289,0.9992099289374868
290,0.9988505393799575
296,0.9855707093964459
302,0.9854275016292895
307,0.9780171162297029
316,0.9864508402522298
319,0.9977206518821392
320,0.9920900048380674
325,0.9584873347227378
333,0.995433529931347
345,0.990384669122789
352,0.9905558698466913
356,0.9940559544080259
363,0.9869699469177449
380,0.9792524793594448
381,0.9780010674641461
388,0.994419003002662
392,0.9899864821301105
398,0.9940335214677144
413,0.9799899249471683
422,0.9799899249471683
431,0.9717607515544203
455,0.9804171247048429
467,0.9952112695565559
483,0.28550962353900605
485,0.9928556116451911
488,0.9730431264864614
498,0.9985948958293459
