ID,RIF
1,0.08078676273120355
2,0.006832535084684549
3,0.004235761651100939
4,0.00807962907715171
5,0.030759026698162047
6,0.004235761651100939
7,0.018775709362117678
8,0.007603033930749227
9,0.016570522839363423
10,0.000801231195965135
11,0.39597775514364847
12,0.009025656245916645
13,0.0060488592243600195
14,0.002793233335936452
15,0.18043341173491356
16,0.024971887748638424
17,0.06659812870123105
18,0.0069998068537462195
19,0.04429086262399924
20,0.7501599835624336
21,0.2194695373109424
22,0.00807962907715171
23,0.00283490955552396
24,0.17305842371602057
25,0.01180557001700589
26,0.02511322678113205
27,0.07361284022753763
28,0.019196095919280533
29,0.09421329645971349
30,0.02431958862680278
31,0.05988136279438124
32,0.19949073381221746
33,0.0024858548413449542
34,0.014847858220532528
35,6.623025019549141e-05
36,0.1774440241688279
37,0.018775709362117678
38,0.005315665498386956
39,0.030759026698162047
40,0.13508327260227584
41,0.0007905599481738005
42,0.007335521671637903
43,0.00015104147029861852
44,0.9096459472272167
45,0.02346314730337243
46,0.07090703727191106
47,0.040539528271282474
48,0.00807962907715171
49,0.004216559034967332
50,0.0033255370304089713
51,0.9323724393946998
52,0.0021394032483878873
53,0.0005008800687401376
54,0.0006727717033898669
55,0.10084965133689976
56,0.01629132936651419
57,0.05988136279438124
58,0.13510292436592075
59,0.0064421013188642965
60,0.005079296435782138
61,0.002110060427378767
62,0.03463350877679995
63,0.015078952215375628
64,0.11447580329812282
65,0.007781420336187401
66,0.024904237262080527
67,0.026128401428882824
68,0.1774440241688279
69,0.001973040376129558
70,0.004116931407736299
71,0.0007284444593462152
72,0.14958511226043913
73,0.2188441031119205
74,0.0011633513338508968
75,0.6270505337873082
76,0.000267290304882187
77,0.0005008800687401376
78,0.0006478271623616912
79,0.006848393920014477
80,0.42789540405374293
81,0.8335198770529042
82,0.018516684845743585
83,0.0006305180697139817
84,0.4969522091630582
85,0.06152452299842008
86,0.14851635063928656
87,0.00074029823824192
88,0.015238260031986061
89,0.02897156734356721
90,0.00103495333243612
91,0.08243868458667672
92,0.007007564909724038
93,0.0005883600302137472
94,0.07889082816235551
95,0.003831644912009003
96,0.0025340908907241343
103,0.017207072375277545
123,0.005414677133958877
126,0.005239010826028298
131,0.005239010826028298
132,0.08878658650079836
144,0.007304741612336192
145,0.010253365267439916
146,0.14816345751676652
147,0.9890770461074313
148,0.011214717991126135
149,0.009115016171813766
150,0.012898105976296087
151,0.9627161200559456
152,0.9820800134959015
153,0.9301279078954326
154,0.009115016171813766
155,0.9301279078954326
156,0.04050820282802387
157,0.006116688095750994
158,0.09533762684008261
159,0.0778072632750935
160,0.03773130014512833
161,0.21581037927588634
162,0.015492022913461244
163,0.0009473460005452298
164,0.09463942019024968
165,0.0010817886079436394
166,0.004460031177974247
167,0.0003426536298678233
168,0.012146159778091881
169,0.3839500240006269
170,0.015492022913461244
171,0.058828295418410365
172,0.009304211810982439
173,0.003908417912559583
175,0.0022028242134857047
181,0.08878658650079836
183,0.0012836931201365021
184,0.00676867349247513
185,0.015492022913461244
186,0.14816345751676652
187,0.0019369437195124455
188,0.00890292494258195
189,0.9807097176692768
190,0.0010817886079436394
191,0.14816345751676652
192,0.06147428775071631
193,0.015123232190218728
194,0.015123232190218728
195,0.9821411033114698
196,0.024490366191172234
197,0.0047987424104363316
198,0.5851308518761323
199,0.9981454729008176
200,0.0015798212499663646
201,0.7230520362702257
202,0.007978151699140991
203,0.9983983685040955
204,0.5851308518761323
205,0.9153976344100617
206,0.9930512017018877
207,0.9902512202513887
208,0.013884706014446512
209,0.9900817021186263
210,0.9991676003428668
211,0.9900817021186263
212,0.05039426373141167
213,0.01007562953272828
214,0.9984640479215282
215,0.0038289166563681932
216,0.9991543157603349
217,0.0009216674774892328
218,0.03735923814127658
219,0.021842371207146462
220,0.989044188858676
221,0.0017587249073448003
222,0.0017388680485748928
223,0.4652368857665974
224,0.9636060713204497
225,0.9846455129196502
226,0.990047645172833
227,0.31303979386960123
228,0.5777045922210833
229,0.986896581998607
230,0.9876570686052287
231,0.19280956916508868
232,0.002403745652345928
233,0.9882260871114602
234,0.003386097345388361
235,0.995617249658021
236,0.9945764907070597
237,0.9880313223615488
238,0.03735923814127658
239,0.8879921988943368
240,0.9929797733830947
241,0.9859279564291434
242,0.9741164482125964
243,0.9884145809307943
244,0.968533830632953
245,0.9741164482125964
246,0.8470285890321078
247,0.9825340467107506
248,0.9924168657851247
249,0.9928708535093818
250,0.9791677734460654
251,0.026884847562205626
252,0.9811257787413886
253,0.986896581998607
254,0.9954308695063012
255,0.9791677734460654
256,0.0004398874423930878
257,0.041853598748347084
258,0.025074279368391367
259,0.7397365863944271
260,0.9916824617662148
261,0.9923302384866836
262,0.00558261638761947
264,0.9855919599409131
265,0.9970775774854524
266,0.9852108172317566
267,0.9905139137931636
268,0.9901579655505599
269,0.9843759955905167
270,0.02506804858921133
271,0.9793975434271079
272,0.9825340467107506
273,0.9175093311685423
274,0.9629483172595077
275,0.9930619188794949
276,0.9901579655505599
277,0.9930619188794949
278,0.9738000416423408
279,0.9812593161484573
280,0.8114743901436793
281,0.9930512017018877
282,0.986896581998607
283,0.9811257787413886
284,0.9811257787413886
285,0.986896581998607
286,0.6824409361075691
287,0.9874263823198263
288,0.9811257787413886
289,0.9959331986789742
290,0.9743831429982495
291,0.986932510932605
292,0.9895760331073375
293,0.9595586904759077
294,0.9458862707100216
296,0.9934542420330219
297,0.9938757437340606
298,0.9877470421561904
299,0.9895194268153636
300,0.9922197458863246
301,0.9811257787413886
302,0.5252665462821177
303,0.9945342266997963
304,0.9773363791720345
305,0.9836496785718332
306,0.9826242592587086
307,0.9928466817641284
308,0.9811257787413886
309,0.9343007916908913
310,0.9920734137605337
311,0.9922583556422626
312,0.9458862707100216
313,0.9939586441238945
314,0.9960879680923181
315,0.986896581998607
316,0.9729621786051758
317,0.9954308695063012
318,0.9811257787413886
319,0.8868841761303715
320,0.9754078161402532
321,0.9843759955905167
322,0.9811257787413886
323,0.9858465268006228
324,0.9811257787413886
325,0.9861036420875925
326,0.9760056601853345
327,0.983580070310874
328,0.9986904995415886
329,0.9960879680923181
330,0.9944256669841801
331,0.9739774876297786
332,0.9954308695063012
333,0.8636603107158777
334,0.9960879680923181
335,0.986896581998607
336,0.9838460854347791
337,0.9939461109141852
338,0.9925448088026618
339,0.9784689674076665
340,0.9928708535093818
341,0.9930619188794949
342,0.9811257787413886
343,0.9830639312649436
344,0.9853325318907966
345,0.9911526984279712
346,0.9882260871114602
347,0.9989900528699901
348,0.9917053783435924
349,0.8891681240601136
350,0.8431352006252462
351,0.9932617991894904
352,0.8157740863333727
353,0.986896581998607
354,0.9953145731069474
355,0.9811257787413886
356,0.9767573222888326
357,0.9928245646496686
358,0.965940838054499
359,0.9905139137931636
360,0.981115994059985
361,0.9984865263989622
362,0.965940838054499
363,0.9916824617662148
364,0.9960879680923181
365,0.9648101324438692
366,0.9954308695063012
367,0.9960736661375533
368,0.9806895391749203
369,0.9902512202513887
370,0.9934292795866551
371,0.9629483172595077
372,0.960497134966101
