ID,PZA
1,0.9479695032973857
2,0.16508234171442418
3,0.5084679270563217
4,0.19823335568253136
5,0.7423336822273778
6,0.5084679270563217
7,0.7934211650881929
8,0.8872757223962826
9,0.9022860482047084
10,0.9675404397445557
11,0.9477391475562037
12,0.33830392554525773
13,0.20004799407189994
14,0.6982390007141422
15,0.7121997363093646
16,0.7848650837431366
17,0.9663045750704392
18,0.2482469015607253
19,0.8855602860865525
20,0.9682043531944212
21,0.9129411836901494
22,0.19823335568253136
23,0.9690096488370633
24,0.9368475040214093
25,0.4412288941577911
26,0.8729219926341565
27,0.6474436910565858
28,0.570013175000462
29,0.3675750388075452
30,0.6892510471564808
31,0.5206192935398009
32,0.6457175425437869
33,0.09628349519342437
34,0.9666881920963711
35,0.4282986609137192
36,0.9552949197037619
37,0.7934211650881929
38,0.959922426402038
39,0.7423336822273778
40,0.9346888798715748
41,0.3835151145497447
42,0.06117578879404427
43,0.4252238080750349
44,0.977184273078776
45,0.5900023708529931
46,0.6757203644098655
47,0.9439850791918826
48,0.19823335568253136
49,0.11593694120519646
50,0.28790737969776414
51,0.9323673948182708
52,0.7302970510456921
53,0.22218697260763703
54,0.7926850782788835
55,0.9774086638729286
56,0.4664824185722453
57,0.5206192935398009
58,0.6258342279207965
59,0.2780116249638588
60,0.6590901424563692
61,0.5488995397839098
62,0.794765837974786
63,0.39247523091342507
64,0.9015134062862276
65,0.9444519735770822
66,0.7908701689468615
67,0.6855279191841499
68,0.9552949197037619
69,0.16498942770924174
70,0.08693755470574326
71,0.7461164534093061
72,0.6424800011170928
73,0.6405397921663459
74,0.8520084377497597
75,0.9627852523459827
76,0.303302093540209
77,0.22218697260763703
78,0.23258278097958798
79,0.21041067856637508
80,0.9666732900119464
81,0.9828333819862971
82,0.9400072251990635
83,0.2632228104478234
84,0.9829246087025121
85,0.9294983156797406
86,0.8983423068656633
87,0.17215362926304414
88,0.3912734418008714
89,0.910173857561475
90,0.3362558535337964
91,0.8911986455754437
92,0.28988064523345697
93,0.24696591888769615
94,0.862129173110166
95,0.41347681516617646
96,0.5119360541817524
103,0.7606991251321247
123,0.16750786453726446
126,0.2659314220971406
131,0.2659314220971406
132,0.4759159849179112
144,0.9672127783697826
145,0.8245949848080495
146,0.32162773794636934
147,0.9461797068476817
148,0.21766522619763884
149,0.7349597476920857
150,0.2657583147734292
151,0.9860995383842903
152,0.9722516735858825
153,0.9854888525052916
154,0.7349597476920857
155,0.9854888525052916
156,0.8369860015685494
157,0.7901910270121639
158,0.26209730128744785
159,0.27231098737812703
160,0.7882442392105455
161,0.6942580765293638
162,0.25273242634407506
163,0.1140230831344578
164,0.9636330010501649
165,0.688887476274699
166,0.822020633378479
167,0.5892454462487936
168,0.49221425189461154
169,0.9572443628975043
170,0.25273242634407506
171,0.2155619306997022
172,0.7233523509585601
173,0.934308097789288
175,0.3962371110270194
181,0.4759159849179112
183,0.3234348984882018
184,0.6812810921143346
185,0.25273242634407506
186,0.32162773794636934
187,0.47336671988638424
188,0.9609597960876136
189,0.9814853808130661
190,0.688887476274699
191,0.32162773794636934
192,0.9402203544594181
193,0.06371388797393235
194,0.06371388797393235
195,0.9686492755522977
196,0.17391857991975576
197,0.9350490962869686
199,0.9627683387501179
200,0.15404932498220872
201,0.9644898497021445
202,0.2625148172853284
204,0.9602309364521147
205,0.9816776942020196
206,0.9850374445649397
207,0.9834274619847911
208,0.3741249641272193
209,0.9898896058642592
211,0.9898896058642592
212,0.8082285961505746
213,0.9789789613356216
214,0.9419328200305239
215,0.9536316384988865
217,0.8287799249359978
218,0.9359117043800487
219,0.8929196432679201
220,0.9879508116629163
221,0.38857978215712097
222,0.802840542102832
223,0.9173866768920249
224,0.9743573312900846
225,0.9799417842298335
226,0.9895602804197511
227,0.4886674371050906
228,0.9812611704676171
229,0.9872532003455727
230,0.9918372565043689
231,0.8459672688156397
232,0.3956034307931768
233,0.9913102771138947
234,0.24030409962928584
236,0.9942552467170889
237,0.9926661355232751
238,0.9359117043800487
239,0.5925868734453997
240,0.9799079366012676
241,0.9901036433948253
242,0.9854231817405267
243,0.9791577268740035
244,0.9733472916808461
245,0.9854231817405267
246,0.9913682779177772
247,0.9793676972053932
248,0.9783844972596618
249,0.9905672083238993
250,0.9813348664165914
251,0.7335267040392256
252,0.9907551578076248
253,0.9872532003455727
254,0.979231804553383
255,0.9813348664165914
256,0.14007452932340078
258,0.8853285716715337
259,0.947784091270146
260,0.987778381152942
261,0.9719378898696156
262,0.7780430240914259
263,0.5122318638804532
264,0.9679453766138388
265,0.9703926856787992
266,0.9717597847064551
267,0.9953061316623943
268,0.9921309585585169
269,0.9900043647228683
271,0.9900170860525076
272,0.9793676972053932
273,0.994997682480716
274,0.9916741097811593
275,0.9837776049099944
276,0.9921309585585169
277,0.9837776049099944
278,0.9861951569441815
279,0.9610541197127733
280,0.8937752474390758
281,0.9850374445649397
282,0.9872532003455727
283,0.9907551578076248
284,0.9907551578076248
285,0.9872532003455727
286,0.9866476916239402
287,0.9923655261926566
288,0.9907551578076248
289,0.9110341778894065
290,0.9647820339779858
291,0.9812553763466906
292,0.9951162749415552
293,0.9438209678540472
294,0.9656369139676186
295,0.9904847446282214
296,0.9654052083532201
297,0.9714123877762907
298,0.9904504870226313
299,0.9896762921996491
300,0.9656099606992938
301,0.9907551578076248
302,0.871652073597437
303,0.9722971754557891
304,0.9903793585443138
305,0.9909480160975727
306,0.9873989313115545
307,0.9714528767465477
308,0.9907551578076248
309,0.9121968872153683
310,0.9954541346603292
311,0.9872969806683101
312,0.9656369139676186
313,0.9540395552249086
314,0.9745119376647644
315,0.9872532003455727
316,0.9739006906595252
317,0.979231804553383
318,0.9907551578076248
319,0.97553907596566
320,0.8614447038673975
321,0.9900043647228683
322,0.9907551578076248
323,0.9901929799740061
324,0.9907551578076248
325,0.9784700120853274
326,0.9818053512908007
327,0.9871466718865576
328,0.9638014914759003
329,0.9745119376647644
330,0.98151074514921
331,0.986672453806292
332,0.979231804553383
333,0.9680595985861921
334,0.9745119376647644
335,0.9872532003455727
336,0.988621964498705
337,0.9921669427596728
338,0.9916244998893993
339,0.9770298483962315
340,0.9905672083238993
341,0.9837776049099944
342,0.9907551578076248
343,0.9939785786867257
344,0.9935914534604127
345,0.9958076937406185
346,0.9913102771138947
347,0.9664068995035161
348,0.9838926037097845
349,0.9865865973538305
350,0.9756985724711029
351,0.9911562469334065
352,0.9212883531378535
353,0.9872532003455727
354,0.971168083764498
355,0.9907551578076248
356,0.9903971091376327
