ID,AMK
1,0.9562393653997189
2,0.9623433851568707
3,0.9703935686128036
4,0.9702973252750483
5,0.9672404392358063
6,0.9703935686128036
7,0.9615289142698535
8,0.9441703027694643
9,0.9687651695081684
10,0.951224697032293
11,0.9631229484706442
12,0.9590240871960185
13,0.9713814696033537
14,0.9529080659135221
15,0.9566836053395195
16,0.9610715992203224
17,0.9688683237675034
18,0.9707091828206146
19,0.9658721518448952
20,0.9711676786792853
21,0.969733112118155
22,0.9702973252750483
23,0.9614651710400438
24,0.9782282462125816
25,0.9717228201878811
26,0.9760944091286257
27,0.9808872861410021
28,0.9769759996227001
29,0.9684877804780101
30,0.9696656786786289
31,0.9625250319007695
32,0.9529491561521974
33,0.9593471374303041
34,0.9509998358980503
35,0.12029363081529268
36,0.9829283010314976
37,0.9615289142698535
38,0.9693254261435305
39,0.9672404392358063
40,0.979010048162301
41,0.964506805593898
42,0.9772383204428776
43,0.9617490630069698
44,0.9783916040416779
45,0.9761373521651232
46,0.958803796116859
47,0.9683492647926231
48,0.9702973252750483
49,0.9647376952324164
50,0.9448296953751398
51,0.9737421250004443
52,0.9384071299355771
53,0.9683751448082764
54,0.9417649399108261
55,0.9788204354076409
56,0.9504469514552395
57,0.9625250319007695
58,0.9578655311967577
59,0.9726613046234869
60,0.9382274602658566
61,0.9341186423152839
62,0.9779021843296337
63,0.9593311628483816
64,0.9575589549111497
65,0.9687823391594966
66,0.9763541941602698
67,0.9682808662482559
68,0.9829283010314976
69,0.9517520071184711
70,0.9683549787382587
71,0.9544878516558795
72,0.9538686092467664
73,0.9447586280169175
74,0.9447301494099462
75,0.966328056727285
76,0.9629070896543127
77,0.9683751448082764
78,0.9653185955894508
79,0.971446252438169
80,0.9689023585747549
81,0.9713164735741088
82,0.9603612507904764
83,0.9599529877563348
84,0.9574470347894547
85,0.933010572296455
86,0.9705893255783207
87,0.9609684754046997
88,0.968849273044217
89,0.9639375263715674
90,0.9668265614329052
91,0.9795587771521572
92,0.9687470577615733
93,0.9555277316516655
94,0.9581523908308381
95,0.9684774794672455
96,0.9674717900811892
97,0.9800576212818268
98,0.9671183136106979
99,0.970914665866289
100,0.9613287018195337
101,0.9680856212875948
102,0.9794286794357047
103,0.9724837006335978
104,0.9702832395875038
105,0.9720439301476612
106,0.9655070491723875
107,0.9711115563343707
108,0.9733857120907061
109,0.976413528954376
110,0.9762607229133226
111,0.9613287018195337
112,0.9794959247785474
113,0.9840718769055907
114,0.9620256000044021
115,0.9694179902967411
116,0.9753133360518541
117,0.9720439301476612
118,0.9655070491723875
119,0.9778789907559065
120,0.9617133750481133
121,0.15875158553213348
122,0.9635018012327053
123,0.9555193096547989
124,0.9702334897489892
125,0.9591696462062336
126,0.9711115563343707
127,0.18095381364850713
128,0.9655070491723875
129,0.9677995773828478
130,0.1444085984400843
131,0.9711115563343707
132,0.9591696462062336
133,0.9713636979563199
134,0.9677995773828478
135,0.9711115563343707
136,0.9711115563343707
137,0.9511164982369641
138,0.9753737421098256
139,0.9613287018195337
140,0.9670178585303405
141,0.9702973252750483
142,0.9683698004817971
143,0.9711115563343707
144,0.9581169349761313
145,0.9814135159617456
146,0.9777632825704307
147,0.9597412632330337
148,0.9719695706506808
149,0.9577065107185179
150,0.971446996936681
151,0.9761738739216974
152,0.9706416722674556
153,0.9813971354173081
154,0.9577065107185179
155,0.9813971354173081
156,0.9849841742366217
157,0.9712912487028019
158,0.9749848628827081
159,0.9708289057577117
160,0.9815503413142019
161,0.9782827244708315
162,0.9415039735873193
163,0.9537269233062489
164,0.9733874683038576
165,0.9668654699804982
166,0.9660314888725138
167,0.9687783594380477
168,0.9763500309005813
169,0.9666385181244198
170,0.9415039735873193
171,0.9696944743233833
172,0.9629207314265176
173,0.9708579291609537
174,0.9794959247785474
175,0.9481225075270355
176,0.9711115563343707
177,0.9468533340486659
178,0.1801953891999708
179,0.9613287018195337
180,0.9643595877977956
181,0.9591696462062336
182,0.9613287018195337
183,0.9656651106464428
184,0.9567180866503325
185,0.9415039735873193
186,0.9777632825704307
187,0.9475443923157792
188,0.967118478775274
189,0.9768945957546551
190,0.9668654699804982
191,0.9777632825704307
192,0.9870855730639425
193,0.907021009578054
194,0.907021009578054
195,0.9756950616293475
196,0.983578043086719
197,0.9739721448323557
198,0.9747555331961438
200,0.9792405014528592
202,0.9752447982597434
204,0.9747555331961438
206,0.9796752829658595
208,0.924750128815522
212,0.9781677385695438
213,0.9683506942035928
215,0.9632865287063173
216,0.9534221581944576
217,0.15276289417244662
218,0.9630659503557265
219,0.9666922653176246
220,0.9826433476888148
221,0.15632074027991769
222,0.9723267218157228
224,0.9809991343643253
227,0.9463856044389012
228,0.9766220887688859
231,0.9631795849287409
232,0.9715220822713426
234,0.9750993190450461
235,0.9514431653592531
236,0.9845900978201576
238,0.9630659503557265
239,0.9652742297041064
240,0.977155497068896
242,0.9754615289226907
243,0.9798622481383268
244,0.9734346638106827
245,0.9754615289226907
247,0.9719646454720974
251,0.9750910360156744
256,0.2121547499686354
257,0.94021477694333
258,0.9702566383902477
259,0.9718112935845375
262,0.9734143154563604
263,0.9730655615026356
264,0.9780486543901027
266,0.9691738401969089
